,일자,요일,본사정원수,본사휴가자수,본사출장자수,현본사소속재택근무자수,밥,국,메인,중식계
622,2018-08-13,월,2996,575,184,0.0,밥,들깨버섯국,제육볶음,930.0
623,2018-08-14,화,2996,551,217,0.0,밥,차돌박이된장찌개,해물누룽지탕,772.0
624,2018-08-16,목,2996,481,228,0.0,밥,닭개장,동태포전,789.0
625,2018-08-17,금,2996,530,245,0.0,밥,알탕,쇠고기단호박조림,646.0
626,2018-08-20,월,2996,204,206,0.0,밥,시금치된장국,훈제오리구이,1199.0
627,2018-08-21,화,2996,168,237,0.0,밥,미역국,소고기불고기,972.0
628,2018-08-22,수,2996,147,238,0.0,비빔밥,미소장국,해물까스,1000.0
629,2018-08-23,목,2996,132,263,0.0,밥,된장찌개,꽁치레몬구이,835.0
630,2018-08-24,금,2996,219,284,0.0,밥,우무묵냉국,마늘치킨,678.0
631,2018-08-27,월,2996,138,226,0.0,밥,배추된장국,돈육간장불고기,1221.0
632,2018-08-28,화,2996,104,243,0.0,밥,쇠고기샤브국,탕수어,873.0
633,2018-08-29,수,2996,103,258,0.0,콩나물밥,팽이장국,치킨핑거,915.0
634,2018-08-30,목,2996,106,264,0.0,밥,근대국,모듬장조림,849.0
635,2018-08-31,금,2996,216,289,0.0,밥,조랭이떡국,소고기낙지볶음,817.0
636,2018-09-03,월,2763,122,233,0.0,밥,콩나물국,버섯불고기,1213.0
637,2018-09-04,화,2763,91,262,0.0,밥,들깨시래기국,동파삼겹수육,938.0
638,2018-09-05,수,2763,93,269,0.0,김치제육덮밥,맑은국,샐러드파스타,829.0
639,2018-09-06,목,2763,106,283,0.0,밥,꽃게탕,간장찜닭,830.0
640,2018-09-07,금,2763,164,303,0.0,밥,미역국,매운주꾸미볶음,581.0
641,2018-09-10,월,2763,99,243,0.0,밥,연두부국,돈육고추장불고기,1144.0
642,2018-09-11,화,2763,67,272,0.0,밥,쇠고기미역국,닭매운찜,960.0
643,2018-09-12,수,2763,73,300,0.0,소불고기덮밥,가쯔오장국,오징어튀김,805.0
644,2018-09-13,목,2763,67,306,0.0,밥,시래기국,등갈비김치찜,882.0
645,2018-09-14,금,2763,174,313,0.0,밥,고추장찌개,언양식불고기,405.0
646,2018-09-17,월,2763,91,252,0.0,밥,어묵국,돈육굴소스볶음,1189.0
647,2018-09-18,화,2763,67,289,0.0,밥,닭개장,류산슬,946.0
648,2018-09-19,수,2763,77,288,0.0,카레덮밥,유부장국,감자프리타타,833.0
649,2018-09-20,목,2763,93,277,0.0,밥,꽃게탕,소고기장조림,817.0
650,2018-09-21,금,2763,260,241,0.0,밥,아욱된장국,돼지갈비찜/잡채,929.0
651,2018-10-08,월,2805,424,233,0.0,밥,어묵탕,돈육고추장불고기,895.0
652,2018-10-10,수,2805,80,232,0.0,곤드레밥*강된장,맑은국,돈육강정,1319.0
653,2018-10-11,목,2805,67,240,0.0,밥,들깨버섯국,오징어볶음,1211.0
654,2018-10-12,금,2805,192,288,0.0,밥,설렁탕,김치전,622.0
655,2018-10-15,월,2805,101,243,0.0,밥,열무된장국,버섯불고기,1235.0
656,2018-10-16,화,2805,63,273,0.0,밥,매운소고기무국,조기구이,928.0
657,2018-10-17,수,2805,68,294,0.0,콩나물밥,유부장국,생선가스*칠리소스,761.0
658,2018-10-18,목,2805,74,299,0.0,밥,감자국,김치제육볶음,857.0
659,2018-10-19,금,2805,207,303,0.0,밥,오징어국,닭갈비,627.0
660,2018-10-22,월,2805,141,236,0.0,밥,고추장찌개,돈육간장불고기,1176.0
661,2018-10-23,화,2805,73,277,0.0,밥,콩비지찌개,닭볶음탕,902.0
662,2018-10-24,수,2805,82,299,0.0,밥,콩나물국,등갈비김치찜,777.0
663,2018-10-25,목,2805,110,315,0.0,밥,얼갈이국,쇠고기낙지볶음,722.0
664,2018-10-26,금,2805,263,308,0.0,밥,근대국,오징어볶음,528.0
665,2018-10-29,월,2805,155,250,0.0,밥,황태국,소불고기,1156.0
666,2018-10-30,화,2805,89,300,0.0,밥,어묵국,동파삼겹수육,932.0
667,2018-10-31,수,2805,111,306,0.0,밥,콩나물국,수제돈가스,930.0
668,2018-11-01,목,2815,89,299,0.0,밥,시래기국,마늘간장치킨,703.0
669,2018-11-02,금,2815,211,299,0.0,밥,배추된장국,훈제오리구이,539.0
670,2018-11-05,월,2815,104,248,0.0,밥,쇠고기샤브국,오징어볶음,1088.0
671,2018-11-06,화,2815,69,269,0.0,밥,매운콩나물국,닭데리야끼구이,813.0
672,2018-11-07,수,2815,68,299,0.0,곤드레밥*강된장,맑은국,사천식탕수육,860.0
673,2018-11-08,목,2815,72,285,0.0,밥,미역국,닭갈비,926.0
674,2018-11-09,금,2815,185,302,0.0,밥,육개장,고등어구이,496.0
675,2018-11-12,월,2815,123,228,0.0,밥,순두부찌개,소고기불고기,1154.0
676,2018-11-13,화,2815,91,280,0.0,밥,청국장찌개,돈육강정,783.0
677,2018-11-14,수,2815,89,263,0.0,콩나물밥*양념장,팽이장국,치킨핑거*요거트드레싱,800.0
678,2018-11-15,목,2815,147,282,0.0,밥,아욱국,유자청제육볶음,747.0
679,2018-11-16,금,2815,251,295,0.0,밥,알탕,언양식불고기,616.0
680,2018-11-19,월,2815,118,230,0.0,밥,꽃게탕,돈육굴소스볶음,1124.0
681,2018-11-20,화,2815,70,278,0.0,밥,들깨시래기국,주꾸미볶음,740.0
682,2018-11-21,수,2815,81,290,0.0,카레덮밥,맑은국,새우까스*탈탈소스,832.0
683,2018-11-22,목,2815,80,287,0.0,밥,콩나물국,닭볶음탕,718.0
684,2018-11-23,금,2815,222,305,0.0,밥,근대국,버섯불고기,527.0
685,2018-11-26,월,2815,107,215,0.0,밥,얼갈이국,닭갈비,1077.0
686,2018-11-27,화,2815,60,264,0.0,밥,배추된장국,짬뽕불고기,839.0
687,2018-11-28,수,2815,69,298,0.0,나물비빔밥,가쯔오장국,오징어튀김,862.0
688,2018-11-29,목,2815,86,293,0.0,밥,두부김치국,레몬탕수육,794.0
689,2018-11-30,금,2815,196,314,0.0,밥,매운버섯국,해물누룽지탕,543.0
690,2018-12-03,월,2846,80,187,0.0,밥,미역국,쇠고기낙지볶음,1248.0
691,2018-12-04,화,2846,64,246,0.0,밥,차돌박이찌개,유린기,911.0
692,2018-12-05,수,2846,87,254,0.0,단호박영양밥,유부장국,언양식불고기,885.0
693,2018-12-06,목,2846,90,266,0.0,밥,콩나물국,오리불고기,765.0
694,2018-12-07,금,2846,182,300,0.0,밥,떡만두국,쇠고기모듬장조림,674.0
695,2018-12-10,월,2846,98,204,0.0,밥,아욱국,제육볶음,1201.0
696,2018-12-11,화,2846,69,250,0.0,밥,시금치국,등갈비김치찜,883.0
697,2018-12-12,수,2846,75,262,0.0,콩나물밥*양념장,가쯔오국,가자미튀김,788.0
698,2018-12-13,목,2846,65,253,0.0,밥,매운어묵국,동파삼겹수육,765.0
699,2018-12-14,금,2846,160,277,0.0,밥,동태찌개,치즈함박스테이크,664.0
700,2018-12-17,월,2846,90,201,0.0,밥,콩나물국,짬뽕불고기,1170.0
701,2018-12-18,화,2846,87,243,0.0,밥,연두부탕,닭볶음탕,813.0
702,2018-12-19,수,2846,86,256,0.0,곤드레밥*강된장,팽이장국,탕수어,710.0
703,2018-12-20,목,2846,106,242,0.0,밥,근대국,돼지갈비찜,784.0
704,2018-12-21,금,2846,175,261,0.0,밥,닭개장,갈치양념조림,456.0
705,2018-12-24,월,2846,894,159,0.0,밥,열무된장국,훈제오리구이,296.0
706,2018-12-26,수,2846,184,241,0.0,밥,아욱국,돈육굴소스볶음,695.0
707,2018-12-27,목,2846,182,253,0.0,밥,순두부찌개,오징어볶음,517.0
708,2018-12-28,금,2846,315,264,0.0,밥,고추장찌개,버섯불고기,491.0
709,2018-12-31,월,2846,1085,132,0.0,밥,콩나물국,돈육고추장불고기,332.0
710,2019-01-02,수,2985,108,129,0.0,밥,떡국,소갈비찜,1201.0
711,2019-01-03,목,2985,120,207,0.0,밥,차돌박이찌개,안동찜닭,858.0
712,2019-01-04,금,2985,218,234,0.0,밥,두부김치국,언양식불고기,668.0
713,2019-01-07,월,2985,113,211,0.0,밥,시래기국,쇠고기숙주볶음,1072.0
714,2019-01-08,화,2985,98,223,0.0,밥,콩나물국,치즈함박스테이크,839.0
715,2019-01-09,수,2985,85,225,0.0,비빔밥,맑은국,치킨핑거*요거트소스,778.0
716,2019-01-10,목,2985,94,243,0.0,밥,육개장,탕수육,767.0
717,2019-01-11,금,2985,177,251,0.0,밥,꽃게탕,고추잡채*꽃빵,627.0
718,2019-01-14,월,2985,99,186,0.0,밥,알탕,돈육굴소스볶음,1163.0
719,2019-01-15,화,2985,71,223,0.0,밥,어묵국,등갈비김치말이,963.0
720,2019-01-16,수,2985,80,228,0.0,짜장덮밥,맑은국,유산슬,1021.0
721,2019-01-17,목,2985,71,247,0.0,밥,봄동된장국,쇠고기낙지볶음,837.0
722,2019-01-18,금,2985,196,276,0.0,밥,콩나물김치국,순살파닭,585.0
723,2019-01-21,월,2985,114,199,0.0,밥,고추장찌개,버섯불고기,1270.0
724,2019-01-22,화,2985,73,230,0.0,밥,배추된장국,닭볶음탕,889.0
725,2019-01-23,수,2985,86,224,0.0,콩나물밥,맑은국,생선까스*탈탈소스,958.0
726,2019-01-24,목,2985,91,241,0.0,밥,얼갈이국,누룽지탕수육,827.0
727,2019-01-25,금,2985,186,267,0.0,밥,수제비국,짬뽕불고기,667.0
728,2019-01-28,월,2985,94,203,0.0,밥,된장찌개,김치제육볶음,1140.0
729,2019-01-29,화,2985,61,219,0.0,밥,새알만두국,양파치킨,968.0
730,2019-01-30,수,2985,66,226,0.0,카레덮밥,유부장국,새우까스*칠리소스,679.0
731,2019-01-31,목,2985,96,218,0.0,밥,청국장찌개,갈치구이,765.0
732,2019-02-01,금,2806,283,180,0.0,밥,시금치국,동파삼겹수육,804.0
733,2019-02-07,목,2806,392,101,0.0,밥,열무된장국,훈제오리구이,1144.0
734,2019-02-08,금,2806,373,190,0.0,밥,황태국,제육볶음,970.0
735,2019-02-11,월,2806,67,159,0.0,밥,어묵국,소불고기,1459.0
736,2019-02-12,화,2806,51,240,0.0,밥,순두부찌개,돈육장조림,1102.0
737,2019-02-13,수,2806,61,231,0.0,낙지비빔밥,맑은국,메추리알조림,1044.0
738,2019-02-14,목,2806,73,239,0.0,밥,꽃게탕,미니채소떡갈비,963.0
739,2019-02-15,금,2806,159,278,0.0,밥,봄동된장국,오징어볶음,682.0
740,2019-02-18,월,2806,104,195,0.0,밥,콩비지찌개,치즈함박스테이크,1314.0
741,2019-02-19,화,2806,62,228,0.0,밥,차돌박이찌개,굴비구이,1052.0
742,2019-02-20,수,2806,65,241,0.0,곤드레밥*양념장,맑은국,치킨핑거,1005.0
743,2019-02-21,목,2806,81,269,0.0,밥,아욱국,돼지갈비찜,955.0
744,2019-02-22,금,2806,178,301,0.0,밥,돈육김치찌개,언양식불고기,631.0
745,2019-02-25,월,2806,122,214,0.0,밥,고추장찌개,버섯불고기,1299.0
746,2019-02-26,화,2806,109,239,0.0,밥,쇠고기미역국,미트볼칠리조림,924.0
747,2019-02-27,수,2806,100,274,0.0,비빔밥,유부장국,오징어튀김,944.0
748,2019-02-28,목,2806,254,271,0.0,밥,콩가루배추된장국,돈삼겹보쌈,772.0
749,2019-03-04,월,2836,213,172,0.0,밥,해물된장찌개,돈육간장불고기,1274.0
750,2019-03-05,화,2836,67,230,0.0,밥,육개장,고추잡채*꽃빵,940.0
751,2019-03-06,수,2836,56,238,0.0,콩나물밥,미역장국,코다리강정,1061.0
752,2019-03-07,목,2836,45,265,0.0,밥,북어해장국,소고기낙지볶음,845.0
753,2019-03-08,금,2836,130,300,0.0,밥,차돌박이찌개,해물누룽지탕,663.0
754,2019-03-11,월,2836,81,205,0.0,밥,어묵국,쇠고기숙주볶음,1277.0
755,2019-03-12,화,2836,59,244,0.0,밥,쑥국,안동찜닭,956.0
756,2019-03-13,수,2836,61,244,0.0,카레덮밥,가쯔오장국,고구마치즈구이,953.0
757,2019-03-14,목,2836,62,286,0.0,밥,우거지해장국,갈치구이,791.0
758,2019-03-15,금,2836,174,304,0.0,밥,열무된장국,등갈비김치찜,630.0
759,2019-03-18,월,2836,107,217,0.0,밥,콩나물국,버섯불고기,1261.0
760,2019-03-19,화,2836,72,248,0.0,밥,아욱국,동파육,990.0
761,2019-03-20,수,2836,77,261,0.0,김치제육덮밥,맑은국,야채튀김,970.0
762,2019-03-21,목,2836,81,260,0.0,밥,미역국,한방소갈비찜,1214.0
763,2019-03-22,금,2836,168,295,0.0,밥,해물된장찌개,돈육굴소스볶음,567.0
764,2019-03-25,월,2836,111,232,0.0,밥,꽃게탕,소고기장조림,1150.0
765,2019-03-26,화,2836,83,252,0.0,밥,무채국,제육볶음,919.0
766,2019-03-27,수,2836,92,259,0.0,단호박영양밥,가쯔오장국,돈육칠리강정,856.0
767,2019-03-28,목,2836,84,282,0.0,밥,어묵탕,매운돼지갈비찜,810.0
768,2019-03-29,금,2836,239,301,0.0,밥,알탕,미니함박조림,481.0
769,2019-04-01,월,2822,126,197,0.0,밥,황태국,소고기숙주볶음,1029.0
770,2019-04-02,화,2822,67,253,0.0,밥,연두부탕,오징어볶음,855.0
771,2019-04-03,수,2822,59,283,0.0,곤드레밥*강된장,들깨시래기국,순대볶음,790.0
772,2019-04-04,목,2822,60,288,0.0,밥,돈육김치찌개,안동찜닭,745.0
773,2019-04-05,금,2822,185,303,0.0,밥,조랭이떡미역국,짬뽕불고기,575.0
774,2019-04-08,월,2822,104,222,0.0,밥,된장찌개,유자청돈육볶음,1105.0
775,2019-04-09,화,2822,69,239,0.0,밥,순두부찌개,주꾸미볶음,876.0
776,2019-04-10,수,2822,64,245,0.0,나물비빔밥,가쯔오장국,오징어튀김,789.0
777,2019-04-11,목,2822,52,248,0.0,밥,콩나물국,수제돈까스,845.0
778,2019-04-12,금,2822,155,288,0.0,밥,아욱국,닭오븐구이,553.0
779,2019-04-15,월,2822,113,178,0.0,밥,매운어묵국,버섯불고기,1184.0
780,2019-04-16,화,2822,54,234,0.0,밥,열무된장국,닭볶음탕,905.0
781,2019-04-17,수,2822,57,263,0.0,밥,떡국,오징어볶음,910.0
782,2019-04-18,목,2822,76,281,0.0,밥,매운버섯국,미트볼케찹조림,767.0
783,2019-04-19,금,2822,230,294,0.0,짜장덮밥,맑은국,사천식탕수육,683.0
784,2019-04-22,월,2822,109,253,0.0,밥,들깨시래기국,유자청돈육볶음,1094.0
785,2019-04-23,화,2822,60,272,0.0,밥,된장찌개,쇠고기장조림,886.0
786,2019-04-24,수,2822,59,273,0.0,카레라이스,미소장국,언양식불고기,1034.0
787,2019-04-25,목,2822,85,294,0.0,밥,두부김치국,해물누룽지탕,702.0
788,2019-04-26,금,2822,215,297,0.0,밥,미역국,돈육간장강정,572.0
789,2019-04-29,월,2822,152,252,0.0,밥,김치콩나물국,버섯불고기,1207.0
790,2019-04-30,화,2822,152,298,0.0,밥,소고기샤브국,오징어볶음,714.0
791,2019-05-02,목,2825,247,303,0.0,밥,해물된장찌개,안동찜닭,758.0
792,2019-05-03,금,2825,348,276,0.0,밥,순두부찌개,미니채소떡갈비,654.0
793,2019-05-07,화,2825,135,271,0.0,밥,어묵국,훈제오리구이,1221.0
794,2019-05-08,수,2825,81,296,0.0,콩나물밥,가쯔오장국,치킨핑거/요거트D,881.0
795,2019-05-09,목,2825,92,286,0.0,밥,근대국,보쌈,958.0
796,2019-05-10,금,2825,166,302,0.0,밥,참치김치찌개,소고기장조림,607.0
797,2019-05-13,월,2825,119,231,0.0,밥,아욱국,제육볶음,1111.0
798,2019-05-14,화,2825,76,256,0.0,밥,차돌된장찌개,해물청경채볶음,907.0
799,2019-05-15,수,2825,69,284,0.0,산채비빔밥,가쯔오장국,치킨너겟*머스타드,888.0
800,2019-05-16,목,2825,72,283,0.0,밥,연두부탕,돼지갈비찜,790.0
801,2019-05-17,금,2825,224,291,0.0,밥,버섯매운탕,탕수어,408.0
802,2019-05-20,월,2825,100,223,0.0,밥,된장찌개,소고기숙주나물볶음,1174.0
803,2019-05-21,화,2825,64,279,0.0,밥,해물순두부찌개,수원왕갈비통닭,844.0
804,2019-05-22,수,2825,60,272,0.0,밥,꽃게탕,새송이떡갈비구이,831.0
805,2019-05-23,목,2825,61,302,0.0,밥,소고기국,가자미튀김,658.0
806,2019-05-24,금,2825,193,307,0.0,낙지비빔밥,콩나물국,부추전,508.0
807,2019-05-27,월,2825,86,212,0.0,밥,북어국,돈육콩나물불고기,1219.0
808,2019-05-28,화,2825,54,229,0.0,밥,오징어국,안동찜닭,931.0
809,2019-05-29,수,2825,50,237,0.0,밥,배추된장국,수제돈가스,896.0
810,2019-05-30,목,2825,73,258,0.0,밥,육개장,고등어구이,836.0
811,2019-05-31,금,2825,179,291,0.0,봄나물비빔밥,맑은국,함박스테이크,640.0
812,2019-06-03,월,2758,87,225,0.0,밥,콩나물국,짬뽕불고기,1221.0
813,2019-06-04,화,2758,65,251,0.0,밥,아욱국,등갈비김치찜,962.0
814,2019-06-05,수,2758,144,247,0.0,곤드레밥*양념장,맑은국,코다리조림,761.0
815,2019-06-07,금,2758,890,219,0.0,밥,고추장찌개,언양식불고기,389.0
816,2019-06-10,월,2758,114,236,0.0,밥,매운어묵국,소불고기,1232.0
817,2019-06-11,화,2758,55,267,0.0,밥,부대찌개,오징어볶음,804.0
818,2019-06-12,수,2758,60,278,0.0,김치제육덮밥,맑은국,사과고구마그라탕,876.0
819,2019-06-13,목,2758,65,288,0.0,밥,옹심이만두국,닭볶음탕,679.0
820,2019-06-14,금,2758,193,295,0.0,밥,오이냉국,사천식탕수육,538.0
821,2019-06-17,월,2758,95,240,0.0,밥,열무된장국,돼지고기유자청볶음,1099.0
822,2019-06-18,화,2758,65,264,0.0,밥,북어해장국,매운돼지갈비찜,853.0
823,2019-06-19,수,2758,78,260,0.0,짜장덮밥,맑은국,깐풍기,882.0
824,2019-06-20,목,2758,90,291,0.0,밥,감자국,주꾸미볶음,625.0
825,2019-06-21,금,2758,188,294,0.0,밥,청국장찌개,소고기장조림,505.0
826,2019-06-24,월,2758,101,213,0.0,밥,어묵국,소불고기,1105.0
827,2019-06-25,화,2758,67,265,0.0,밥,참치김치찌개,돈육장조림,775.0
828,2019-06-26,수,2758,69,282,0.0,카레덮밥,가쯔오장국,고구마치즈구이,946.0
829,2019-06-27,목,2758,85,280,0.0,밥,소고기미역국,양념치킨,808.0
830,2019-06-28,금,2758,229,288,0.0,콩나물밥*양념장,팽이장국,치킨핑거*요거트드레싱,535.0
831,2019-07-01,월,2760,115,218,0.0,밥,순두부찌개,치즈함박스테이크,1175.0
832,2019-07-02,화,2760,87,237,0.0,밥,사과오이냉국,쇠고기낙지볶음,787.0
833,2019-07-03,수,2760,82,265,0.0,마파두부덮밥,맑은국,치킨너겟,910.0
834,2019-07-04,목,2760,95,309,0.0,밥,열무된장국,짬뽕불고기,699.0
835,2019-07-05,금,2760,210,289,0.0,밥,김치두부국,훈제오리구이,546.0
836,2019-07-08,월,2760,155,277,0.0,밥,오징어국,버섯불고기,985.0
837,2019-07-09,화,2760,75,275,0.0,밥,시래기국,닭볶음탕,861.0
838,2019-07-10,수,2760,123,286,0.0,열무보리비빔밥,가쯔오장국,깐풍육,862.0
839,2019-07-11,목,2760,102,301,0.0,밥,근대국,삼겹보쌈,730.0
840,2019-07-12,금,2760,244,306,0.0,<초복특식>,삼계탕,밥,856.0
841,2019-07-15,월,2760,144,232,0.0,밥,차돌박이찌개,돈육굴소스볶음,1127.0
842,2019-07-16,화,2760,100,227,0.0,밥,북어계란국,닭갈비,952.0
843,2019-07-17,수,2760,96,259,0.0,산채비빔밥,미소장국,야채튀김,814.0
844,2019-07-18,목,2760,113,274,0.0,밥,돈육김치찌개,미니채소떡갈비,734.0
845,2019-07-19,금,2760,236,291,0.0,밥,소고기무국,갈치구이,538.0
846,2019-07-22,월,2760,223,218,0.0,밥,매운어묵국,소고기숙주볶음,1013.0
847,2019-07-23,화,2760,206,246,0.0,밥,시금치된장국,등갈비김치찜,855.0
848,2019-07-24,수,2760,224,252,0.0,카레라이스,가쯔오국,갈비통통만두,744.0
849,2019-07-25,목,2760,276,279,0.0,밥,매운소고기국,유린기,668.0
850,2019-07-26,금,2760,396,280,0.0,밥,우묵냉국,고구마함박스테이크,462.0
851,2019-07-29,월,2760,475,183,0.0,밥,시금치국,유자청제육볶음,898.0
852,2019-07-30,화,2760,434,213,0.0,밥,사과오이냉국,장어강정,745.0
853,2019-07-31,수,2760,495,231,0.0,곤드레밥*양념장,맑은국,해물누룽지탕,619.0
854,2019-08-01,목,3305,546,219,0.0,밥,아욱국,닭볶음탕,648.0
855,2019-08-02,금,3305,687,237,0.0,밥,고추장찌개,미트볼케찹조림,440.0
856,2019-08-05,월,3305,462,183,0.0,밥,콩나물국,닭갈비,936.0
857,2019-08-06,화,3305,427,203,0.0,밥,도토리묵냉국,짬뽕불고기,798.0
858,2019-08-07,수,3305,421,233,0.0,짜장덮밥,맑은국,고추잡채*꽃빵,841.0
859,2019-08-08,목,3305,430,254,0.0,밥,아욱국,돼지갈비찜,781.0
860,2019-08-09,금,3305,496,261,0.0,밥,차돌된장찌개,주꾸미볶음,641.0
861,2019-08-12,월,3305,394,208,0.0,밥,된장찌개,소고기숙주볶음,1073.0
862,2019-08-13,화,3305,345,254,0.0,밥,꽃게탕,언양식불고기,813.0
863,2019-08-14,수,3305,430,246,0.0,콩나물밥,올챙이만두국,유린기,713.0
864,2019-08-16,금,3305,1026,208,0.0,밥,닭개장,쇠고기장조림,466.0
865,2019-08-19,월,3305,264,212,0.0,밥,시래기국,유자청제육볶음,1249.0
866,2019-08-20,화,3305,205,255,0.0,밥,소고기미역국,닭강정,955.0
867,2019-08-21,수,3305,214,265,0.0,산채비빔밥,미소장국,오징어튀김,923.0
868,2019-08-22,목,3305,178,275,0.0,밥,닭곰탕,류산슬,880.0
869,2019-08-23,금,3305,268,295,0.0,밥,돈육김치찌개,미니채소떡갈비,599.0
870,2019-08-26,월,3305,162,230,0.0,밥,꽃게탕,함박스테이크,1221.0
871,2019-08-27,화,3305,118,266,0.0,밥,고추장찌개,버섯불고기,921.0
872,2019-08-28,수,3305,123,274,0.0,카레덮밥,맑은국,치킨핑거,899.0
873,2019-08-29,목,3305,132,289,0.0,밥,배추된장국,훈제오리구이,845.0
874,2019-08-30,금,3305,253,305,0.0,밥,부대찌개,굴비구이,575.0
875,2019-09-02,월,3111,137,213,0.0,밥,들깨시락국,돈육김치볶음,1363.0
876,2019-09-03,화,3111,103,254,0.0,밥,차돌박이찌개,소고기장조림,944.0
877,2019-09-04,수,3111,102,270,0.0,단호박영양밥,유부장국,새송이너비아니구이,769.0
878,2019-09-05,목,3111,118,292,0.0,밥,토란국,매운돼지갈비찜,778.0
879,2019-09-06,금,3111,214,301,0.0,밥,된장찌개,수제돈까스,687.0
880,2019-09-09,월,3111,148,217,0.0,밥,김치콩나물국,짬뽕불고기,1228.0
881,2019-09-10,화,3111,142,238,0.0,밥,맑은순두부국,사천식탕수육,812.0
882,2019-09-11,수,3111,426,135,0.0,나물비빔밥,팽이장국,생선까스*칠리소스,916.0
883,2019-09-16,월,3111,259,180,0.0,밥,황태국,훈제오리고추장볶음,1283.0
884,2019-09-17,화,3111,75,241,0.0,밥,꽃게된장찌개,돈육굴소스볶음,1010.0
885,2019-09-18,수,3111,71,250,0.0,밥,소고기미역국,탄두리치킨,1006.0
886,2019-09-19,목,3111,80,290,0.0,밥,쇠고기샤브국,주꾸미볶음,701.0
887,2019-09-20,금,3111,182,302,0.0,밥,열무된장국,대패삼겹*파채,662.0
888,2019-09-23,월,3111,114,214,0.0,밥,근대국,유자청제육볶음,1239.0
889,2019-09-24,화,3111,71,265,0.0,밥,얼갈이된장국,버섯불고기,899.0
890,2019-09-25,수,3111,60,285,0.0,곤드레밥*양념장,맑은국,돈육강정,803.0
891,2019-09-26,목,3111,75,312,0.0,밥,콩나물김치국,해물누룽지탕,620.0
892,2019-09-27,금,3111,177,309,0.0,밥,어묵국,언양식불고기,722.0
893,2019-09-30,월,3111,283,231,0.0,밥,콩가루배추국,짬뽕불고기,1030.0
894,2019-10-02,수,3121,244,217,0.0,밥,돈육김치찌개,닭갈비,1241.0
895,2019-10-04,금,3121,268,231,0.0,밥,해물된장찌개,소불고기,1215.0
896,2019-10-07,월,3121,193,215,0.0,밥,콩비지찌개,돈육굴소스볶음,1133.0
897,2019-10-08,화,3121,214,262,0.0,밥,동태탕,마늘간장치킨,883.0
898,2019-10-10,목,3121,284,269,0.0,밥,옹심이만두국,굴비구이,862.0
899,2019-10-11,금,3121,389,285,0.0,밥,아욱국,매운돼지갈비찜,566.0
900,2019-10-14,월,3121,152,237,0.0,밥,북어해장국,제육볶음,1140.0
901,2019-10-15,화,3121,112,260,0.0,밥,콩나물국,닭갈비,867.0
902,2019-10-16,수,3121,116,278,0.0,콩나물밥,가쯔오국,돈육강정,765.0
903,2019-10-17,목,3121,144,301,0.0,밥,알탕,해물굴소스볶음,708.0
904,2019-10-18,금,3121,332,300,0.0,밥,우거지된장국,쇠고기장조림,581.0
905,2019-10-21,월,3121,168,227,0.0,밥,고추장찌개,훈제오리단호박볶음,1107.0
906,2019-10-22,화,3121,99,378,0.0,밥,얼큰순두부찌개,짬뽕불고기,1090.0
907,2019-10-23,수,3121,89,286,0.0,카레라이스,우동국,유린기,785.0
908,2019-10-24,목,3121,129,313,0.0,밥,건새우아욱국,등갈비김치말이,705.0
909,2019-10-25,금,3121,316,323,0.0,나물비빔밥,팽이장국,생선까스*칠리소스,546.0
910,2019-10-28,월,3121,219,267,0.0,밥,소고기미역국,유자청제육볶음,915.0
911,2019-10-29,화,3121,112,293,0.0,밥,된장찌개,오징어볶음,808.0
912,2019-10-30,수,3121,122,294,0.0,마파두부덮밥,맑은국,치킨핑거,771.0
913,2019-10-31,목,3121,130,312,0.0,밥,매운콩나물국,동파삼겹수육,671.0
914,2019-11-01,금,3104,248,327,0.0,밥,옥수수스프,딸기드레싱샐러드,586.0
915,2019-11-04,월,3104,155,239,0.0,밥,근대국,소고기낙지볶음,1058.0
916,2019-11-05,화,3104,86,289,0.0,밥,고추장찌개,순살파닭,773.0
917,2019-11-06,수,3104,119,295,0.0,김치제육덮밥,가쯔오장국,시금치프리타타,773.0
918,2019-11-07,목,3104,133,302,0.0,밥,오징어국,미니채소떡갈비,700.0
919,2019-11-08,금,3104,271,309,0.0,야채볶음밥*짜장소스,미역장국,사천식탕수육,535.0
920,2019-11-11,월,3104,150,236,0.0,밥,돈육김치찌개,언양식불고기*양파채,1079.0
921,2019-11-12,화,3104,106,272,0.0,밥,차돌된장찌개,주꾸미볶음,769.0
922,2019-11-13,수,3104,136,290,0.0,곤드레밥*양념장,맑은국,돈육강정,733.0
923,2019-11-14,목,3104,188,286,0.0,밥,콩나물국,해물누룽지탕,677.0
924,2019-11-15,금,3104,365,303,0.0,김치볶음밥,나가사끼짬뽕국,치킨텐더샐러드,543.0
925,2019-11-18,월,3104,183,230,0.0,밥,김치콩나물국,소고기장조림,1032.0
926,2019-11-19,화,3104,139,285,0.0,밥,육개장,탕수어,762.0
927,2019-11-20,수,3104,174,288,0.0,콩나물밥*양념장,미소장국,닭강정,759.0
928,2019-11-21,목,3104,188,304,0.0,밥,된장찌개,류산슬,613.0
929,2019-11-22,금,3104,329,310,0.0,카레덮밥,맑은국,생선까스,551.0
930,2019-11-25,월,3104,170,235,0.0,밥,고추장찌개,버섯불고기,1097.0
931,2019-11-26,화,3104,129,270,0.0,밥,김치두부국,누룽지탕수육,816.0
932,2019-11-27,수,3104,134,288,0.0,나물비빔밥,맑은국,감자치즈구이,732.0
